_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
125980,2023,M5S,CAT,DOMESTIC SH
125981,2025,M5S,CAT,DOMESTIC SH
125982,2024,M2J,DOG,LABRADOR RETR
125983,2023,M2J,DOG,LABRADOR RETR
125984,2025,M6B,DOG,BICHON FRISE
125985,2023,M1B,DOG,GERM SHEPHERD
125986,2025,M1B,DOG,GERM SHEPHERD
125987,2025,M9N,DOG,GERM SHEPHERD
125988,2023,M9N,DOG,GERM SHEPHERD
125989,2023,M1L,CAT,DOMESTIC SH
125990,2025,M4E,DOG,RAT TERRIER
125991,2023,M4E,DOG,RAT TERRIER
125992,2025,M6H,CAT,MAINE COON
125993,2024,M4L,DOG,CHIHUAHUA SH
125994,2023,M4L,DOG,CHIHUAHUA SH
125995,2025,M6K,DOG,AMER BULLDOG
125996,2023,M6K,DOG,AMER BULLDOG
125997,2025,M6J,DOG,TERRIER
125998,2023,M6J,DOG,TERRIER
125999,2025,M4G,DOG,MIN PINSCHER
126000,2024,M4G,DOG,MIN PINSCHER
126001,2025,M4G,DOG,DOBERMAN PINSCH
126002,2023,M4G,DOG,DOBERMAN PINSCH
126003,2024,M6P,DOG,GOLDEN RETR
126004,2023,M6P,DOG,GOLDEN RETR
126005,2023,M4Y,DOG,BEAGLE
126006,2024,M4Y,DOG,BEAGLE
126007,2024,M1C,DOG,AUST CATTLE DOG
126008,2025,M1C,DOG,AUST CATTLE DOG
126009,2023,M8Y,DOG,MALTESE
126010,2025,M8Y,DOG,MALTESE
126011,2024,M5V,DOG,LABRADOR RETR
126012,2023,M5V,DOG,LABRADOR RETR
126013,2023,M6H,DOG,AUST SHEPHERD
126014,2025,M6J,DOG,LABRADOR RETR
126015,2023,M6J,DOG,LABRADOR RETR
126016,2024,M5S,DOG,AUST SHEPHERD
126017,2023,M5S,DOG,AUST SHEPHERD
126018,2024,M6S,DOG,LABRADOR RETR
126019,2024,M6S,DOG,LABRADOR RETR
126020,2024,M4M,DOG,DACHSHUND
126021,2023,M4M,DOG,DACHSHUND
126022,2023,M3H,DOG,BICHON FRISE
126023,2025,M9R,CAT,DOMESTIC SH
126024,2024,M9R,CAT,DOMESTIC SH
126025,2025,M3L,DOG,POMERANIAN
126026,2023,M3L,DOG,POMERANIAN
126027,2024,M6L,DOG,POODLE MIN
126028,2023,M6L,DOG,POODLE MIN
126029,2024,M9M,DOG,PARSON RUSS TER
126030,2023,M9M,DOG,PARSON RUSS TER
126031,2024,M4W,DOG,OLDENG SHEEPDOG
126032,2023,M4W,DOG,OLDENG SHEEPDOG
126033,2024,M3H,DOG,AUST SHEPHERD
126034,2023,M3H,DOG,AUST SHEPHERD
126035,2023,M6C,DOG,COCKER SPAN
126036,2024,M6C,DOG,COCKER SPAN
126037,2024,M4E,DOG,BICHON FRISE
126038,2023,M4E,DOG,BICHON FRISE
126039,2024,M1G,DOG,CANE CORSO
126040,2024,M5V,DOG,CHIHUAHUA SH
126041,2023,M5V,DOG,CHIHUAHUA SH
126042,2023,M9W,DOG,CHIHUAHUA SH
126043,2024,M5V,DOG,POODLE STND
126044,2024,M5V,DOG,POODLE STND
126045,2023,M4W,DOG,POODLE MIN
126046,2025,M4W,DOG,POODLE MIN
126047,2023,M4W,DOG,POODLE MIN
126048,2023,M4W,DOG,COCKER SPAN
126049,2024,M4W,DOG,COCKER SPAN
126050,2025,M4E,DOG,CAVALIER SPAN
126051,2024,M4E,DOG,CAVALIER SPAN
126052,2023,M8V,DOG,GERM SHEPHERD
126053,2025,M8V,DOG,GERM SHEPHERD
126054,2023,M4L,CAT,DOMESTIC LH
126055,2023,M5V,DOG,POODLE TOY
126056,2025,M9W,DOG,BEAGLE
126057,2024,M9W,DOG,BEAGLE
126058,2023,M1C,DOG,GREYHOUND
126059,2023,M1C,DOG,LABRADOR RETR
126060,2023,M5V,DOG,COCKER SPAN
126061,2024,M5V,DOG,POODLE MIN
126062,2025,M5A,DOG,HOUND
126063,2024,M5A,DOG,HOUND
126064,2023,M6P,DOG,NS DUCK TOLLING
126065,2024,M6P,DOG,NS DUCK TOLLING
126066,2023,M3L,DOG,POMERANIAN
126067,2024,M6K,CAT,DOMESTIC MH
126068,2023,M6K,CAT,DOMESTIC MH
126069,2025,M6K,CAT,DOMESTIC MH
126070,2024,M6K,CAT,DOMESTIC MH
126071,2024,M1N,DOG,POODLE STND
126072,2025,M1N,DOG,POODLE STND
126073,2025,M8V,DOG,TIBETAN SPAN
126074,2023,M4P,DOG,ENG SETTER
126075,2023,M4K,DOG,BOSTON TERRIER
126076,2023,M4K,DOG,BOSTON TERRIER
126077,2024,M1E,DOG,SIBERIAN HUSKY
126078,2023,M9V,DOG,SIBERIAN HUSKY
126079,2023,M9V,DOG,SHIH TZU
126080,2023,M9B,DOG,AMER BULLDOG
126081,2023,M4P,DOG,AMER BULLDOG
126082,2023,M5J,CAT,DOMESTIC SH
126083,2023,M5J,CAT,DOMESTIC SH
126084,2023,M6P,DOG,SCOT TERRIER
126085,2024,M6P,DOG,SCOT TERRIER
126086,2023,M9W,DOG,WHIPPET
126087,2025,M9W,DOG,WHIPPET
126088,2024,M9W,DOG,HAVANESE
126089,2023,M9W,DOG,HAVANESE
126090,2024,M6K,DOG,DACHSHUND
126091,2024,M6K,DOG,TERRIER
126092,2023,M5E,CAT,DOMESTIC SH
126093,2025,M5E,CAT,DOMESTIC SH
126094,2024,M1V,DOG,POODLE TOY
126095,2023,M1V,DOG,POODLE TOY
126096,2024,M4J,CAT,DOMESTIC SH
126097,2023,M4J,CAT,DOMESTIC SH
126098,2025,M1N,DOG,CHINESE SHARPEI
126099,2023,M1N,DOG,CHINESE SHARPEI
126100,2023,M4P,CAT,DOMESTIC SH
126101,2024,M5G,CAT,DOMESTIC SH
126102,2024,M5G,CAT,DOMESTIC SH
126103,2024,M5M,DOG,BOSTON TERRIER
126104,2023,M5M,DOG,BOSTON TERRIER
126105,2023,M1B,DOG,SHIH TZU
126106,2024,M1B,DOG,SHIH TZU
126107,2024,M1L,DOG,GOLDEN RETR
126108,2023,M1L,DOG,GOLDEN RETR
126109,2024,M1L,CAT,DOMESTIC SH
126110,2023,M1L,CAT,DOMESTIC SH
126111,2023,M8V,CAT,DOMESTIC SH
126112,2025,M8V,CAT,DOMESTIC SH
126113,2023,M1S,DOG,GERM SHEPHERD
126114,2024,M1S,DOG,SIBERIAN HUSKY
126115,2025,M6E,DOG,PARSON RUSS TER
126116,2024,M6E,DOG,PARSON RUSS TER
126117,2024,M3A,DOG,POODLE TOY
126118,2023,M3A,DOG,POODLE TOY
126119,2024,M6J,CAT,DOMESTIC SH
126120,2023,M6J,CAT,DOMESTIC SH
126121,2024,M6K,CAT,DOMESTIC SH
126122,2024,M2J,DOG,POODLE TOY
126123,2023,M2J,DOG,POODLE TOY
126124,2024,M1P,DOG,COCKER SPAN
126125,2023,M3C,DOG,SIBERIAN HUSKY
126126,2025,M6G,DOG,HAVANESE
126127,2024,M6G,DOG,HAVANESE
126128,2025,M4J,DOG,GOLDEN RETR
126129,2024,M4J,DOG,GOLDEN RETR
126130,2024,M1N,DOG,POTCAKE
126131,2023,M1N,DOG,POTCAKE
126132,2024,M6G,DOG,CAIRN TERRIER
126133,2023,M6G,DOG,CAIRN TERRIER
126134,2025,M5P,DOG,COCKER SPAN
126135,2024,M5P,DOG,COCKER SPAN
126136,2025,M9B,DOG,IRISH SETTER
126137,2024,M9B,DOG,IRISH SETTER
126138,2024,M1B,CAT,DOMESTIC SH
126139,2023,M6H,CAT,DOMESTIC SH
126140,2025,M6H,CAT,DOMESTIC SH
126141,2024,M6H,CAT,DOMESTIC SH
126142,2023,M6H,CAT,DOMESTIC SH
126143,2024,M5G,DOG,POMERANIAN
126144,2025,M2J,DOG,AUST SHEPHERD
126145,2024,M2J,DOG,AUST SHEPHERD
126146,2024,M9B,DOG,YORKSHIRE TERR
126147,2025,M4E,DOG,GOLDEN RETR
126148,2023,M4E,DOG,GOLDEN RETR
126149,2023,M4J,DOG,COCKER SPAN
126150,2025,M4J,DOG,COCKER SPAN
126151,2024,M9A,DOG,GOLDEN RETR
126152,2023,M9A,DOG,GOLDEN RETR
126153,2025,M1X,DOG,CHINESE SHARPEI
126154,2023,M1X,DOG,CHINESE SHARPEI
126155,2025,M9C,DOG,WHIPPET
126156,2024,M9C,DOG,WHIPPET
126157,2024,M6S,DOG,SIBERIAN HUSKY
126158,2024,M4E,DOG,POODLE MIN
126159,2023,M4E,DOG,POODLE MIN
126160,2023,M5C,DOG,SHIH TZU
126161,2025,M5C,DOG,SHIH TZU
126162,2024,M6S,DOG,LABRADOR RETR
126163,2023,M6S,DOG,LABRADOR RETR
126164,2024,M2P,DOG,POODLE STND
126165,2023,M2P,DOG,POODLE STND
126166,2024,M2N,DOG,MALTESE
126167,2023,M2N,DOG,MALTESE
126168,2024,M4L,DOG,LABRADOR RETR
126169,2023,M4L,DOG,LABRADOR RETR
126170,2024,M5R,DOG,BERNESE MTN DOG
126171,2025,M5R,DOG,BERNESE MTN DOG
126172,2023,M5R,DOG,BERNESE MTN DOG
126173,2024,M5S,DOG,CHOW CHOW
126174,2023,M5S,DOG,CHOW CHOW
126175,2025,M6S,CAT,PERSIAN
126176,2024,M6S,CAT,PERSIAN
126177,2025,M8Z,DOG,POODLE STND
126178,2024,M8Z,DOG,POODLE STND
126179,2023,M4E,DOG,LABRADOR RETR
126180,2025,M4E,DOG,LABRADOR RETR
126181,2024,M2H,DOG,SHIH TZU
126182,2023,M2H,DOG,SHIH TZU
126183,2024,M5S,CAT,DOMESTIC SH
126184,2023,M5S,CAT,DOMESTIC SH
126185,2023,M5P,DOG,POODLE MIN
126186,2025,M5P,DOG,POODLE MIN
126187,2023,M4E,DOG,GREYHOUND
126188,2025,M4E,DOG,GREYHOUND
126189,2025,M6H,DOG,DOGUE DE BORDX
126190,2023,M6H,DOG,DOGUE DE BORDX
126191,2025,M4M,DOG,GOLDEN RETR
126192,2024,M4M,DOG,GOLDEN RETR
126193,2023,M4J,DOG,GERM SHEPHERD
126194,2024,M5V,DOG,CAVALIER SPAN
126195,2025,M1T,DOG,COCKER SPAN
126196,2024,M1T,DOG,COCKER SPAN
126197,2024,M1T,DOG,BERNESE MTN DOG
126198,2023,M1T,DOG,BERNESE MTN DOG
126199,2023,M3H,DOG,GOLDEN RETR
126200,2025,M3H,DOG,GOLDEN RETR
126201,2023,M4J,DOG,POODLE MIN
126202,2025,M4J,DOG,POODLE MIN
126203,2023,M6G,DOG,KUVASZ
126204,2024,M6G,DOG,KUVASZ
126205,2023,M4L,CAT,SIAMESE
126206,2024,M4L,CAT,SIAMESE
126207,2024,M2M,DOG,MALTESE
126208,2023,M2M,DOG,MALTESE
126209,2025,M4K,DOG,POODLE STND
126210,2023,M4K,DOG,POODLE STND
126211,2024,M8Y,DOG,PARSON RUSS TER
126212,2023,M6H,CAT,DOMESTIC SH
126213,2023,M6H,DOG,BORDER COLLIE
126214,2025,M6H,DOG,BORDER COLLIE
126215,2023,M4J,DOG,LABRADOR RETR
126216,2024,M4J,DOG,LABRADOR RETR
126217,2024,M4R,DOG,GOLDEN RETR
126218,2023,M4R,DOG,GOLDEN RETR
126219,2023,M4R,DOG,GOLDEN RETR
126220,2025,M4J,DOG,STAFFORDSHIRE
126221,2025,M4S,DOG,STAFFORDSHIRE
126222,2024,M4S,DOG,STAFFORDSHIRE
126223,2025,M9A,DOG,GOLDEN RETR
126224,2024,M9A,DOG,GOLDEN RETR
126225,2024,M9A,DOG,GOLDEN RETR
126226,2023,M9A,DOG,GOLDEN RETR
126227,2024,M5A,DOG,SCHNAUZER MIN
126228,2025,M5A,DOG,SCHNAUZER MIN
126229,2025,M2L,DOG,SCHNAUZER MIN
126230,2025,M6R,DOG,SHIBA INU
126231,2023,M1P,DOG,SHIH TZU
126232,2025,M5R,DOG,TERRIER
126233,2024,M5R,DOG,TERRIER
126234,2023,M5R,DOG,TERRIER
126235,2024,M5R,DOG,TERRIER
126236,2025,M6G,DOG,VIZSLA
126237,2024,M6G,DOG,VIZSLA
126238,2025,M3B,DOG,GERM SHEPHERD
126239,2024,M3B,DOG,GERM SHEPHERD
126240,2023,M3B,DOG,GERM SHEPHERD
126241,2024,M1E,DOG,YORKSHIRE TERR
126242,2023,M4K,DOG,WELSH SPR SPAN
126243,2025,M2K,DOG,MALTESE
126244,2023,M2K,DOG,MALTESE
126245,2025,M4N,DOG,POODLE MIN
126246,2023,M1N,DOG,POODLE STND
126247,2024,M1N,DOG,POODLE STND
126248,2025,M8V,DOG,YORKSHIRE TERR
126249,2023,M8V,DOG,YORKSHIRE TERR
126250,2025,M2R,DOG,GOLDEN RETR
126251,2023,M5A,DOG,LABRADOR RETR
126252,2025,M5A,DOG,LABRADOR RETR
126253,2023,M4B,DOG,SHETLD SHEEPDOG
126254,2023,M4B,DOG,SHETLD SHEEPDOG
126255,2024,M4B,DOG,SHETLD SHEEPDOG
126256,2024,M2M,DOG,SIBERIAN HUSKY
126257,2023,M2M,DOG,SIBERIAN HUSKY
126258,2024,M9C,DOG,SHIH TZU
126259,2023,M9C,DOG,SHIH TZU
126260,2024,M5P,DOG,LABRADOR RETR
126261,2023,M5P,DOG,LABRADOR RETR
126262,2025,M4K,DOG,LABRADOR RETR
126263,2023,M4K,DOG,LABRADOR RETR
126264,2025,M4K,DOG,PAPILLON
126265,2024,M4K,DOG,PAPILLON
126266,2025,M6H,DOG,BEAGLE
126267,2023,M6H,DOG,BEAGLE
126268,2024,M6H,CAT,RUSSIAN BLUE
126269,2023,M4M,DOG,COCKER SPAN
126270,2023,M6S,DOG,GERM SHEPHERD
126271,2023,M9V,CAT,DOMESTIC SH
126272,2025,M9V,CAT,DOMESTIC SH
126273,2025,M9V,DOG,GERM SHEPHERD
126274,2024,M9V,DOG,GERM SHEPHERD
126275,2024,M5V,DOG,MALTESE
126276,2023,M5V,DOG,MALTESE
126277,2025,M4Y,DOG,GERM SHEPHERD
126278,2025,M4Y,DOG,GERM SHEPHERD
126279,2025,M1K,CAT,DOMESTIC SH
126280,2024,M1K,CAT,DOMESTIC SH
126281,2023,M5V,CAT,MAINE COON
126282,2024,M5V,CAT,MAINE COON
126283,2025,M5M,DOG,GOLDEN RETR
126284,2024,M5M,DOG,GOLDEN RETR
126285,2024,M9C,DOG,GREAT PYRENEES
126286,2025,M9C,DOG,GREAT PYRENEES
126287,2024,M9C,DOG,BERNESE MTN DOG
126288,2025,M9C,DOG,BERNESE MTN DOG
126289,2024,M4E,DOG,LABRADOR RETR
126290,2024,M1E,CAT,DOMESTIC SH
126291,2023,M1M,DOG,BEAGLE
126292,2023,M6H,DOG,PUG
126293,2025,M8V,DOG,CHIHUAHUA SH
126294,2023,M8V,DOG,CHIHUAHUA SH
126295,2023,M2J,CAT,BOMBAY
126296,2023,M2J,CAT,DOMESTIC SH
126297,2023,M5N,DOG,COLLIE ROUGH
126298,2024,M5N,DOG,COLLIE ROUGH
126299,2024,M5H,CAT,DOMESTIC SH
126300,2023,M5H,CAT,DOMESTIC SH
126301,2023,M6C,DOG,JINDO
126302,2024,M4J,DOG,SCHNAUZER MIN
126303,2023,M4J,DOG,SCHNAUZER MIN
126304,2023,M5G,CAT,AMER CURL SH
126305,2024,M5G,CAT,AMER CURL SH
126306,2023,M6E,DOG,BORDER COLLIE
126307,2024,M6C,CAT,SPHYNX
126308,2023,M6C,CAT,SPHYNX
126309,2025,M3B,DOG,YORKSHIRE TERR
126310,2025,M9R,DOG,FOX TERR WIRE
126311,2024,M9R,DOG,FOX TERR WIRE
126312,2023,M9V,DOG,GERM SHEPHERD
126313,2023,M9W,DOG,AUST SHEPHERD
126314,2025,M9W,DOG,AUST SHEPHERD
126315,2023,M6N,DOG,GERM SHEPHERD
126316,2023,M6G,DOG,GERM SHEPHERD
126317,2023,M2J,CAT,DOMESTIC SH
126318,2024,M2J,CAT,DOMESTIC SH
126319,2023,M2J,CAT,DOMESTIC SH
126320,2024,M2J,CAT,DOMESTIC SH
126321,2024,M6N,CAT,DOMESTIC SH
126322,2023,M6P,DOG,BORDER COLLIE
126323,2024,M6P,DOG,BORDER COLLIE
126324,2023,M6P,DOG,BORDER COLLIE
126325,2025,M1P,CAT,DOMESTIC SH
126326,2024,M1P,CAT,DOMESTIC SH
126327,2023,M3A,CAT,BOMBAY
126328,2025,M3A,CAT,BOMBAY
126329,2024,M4N,DOG,BERNESE MTN DOG
126330,2025,M4N,DOG,BERNESE MTN DOG
126331,2024,M4L,DOG,CHIHUAHUA SH
126332,2023,M4L,DOG,CHIHUAHUA SH
126333,2024,M5V,DOG,WEST HIGHLAND
126334,2025,M5V,DOG,WEST HIGHLAND
126335,2023,M6N,DOG,LABRADOR RETR
126336,2024,M8Y,DOG,VIZSLA
126337,2025,M8Y,DOG,VIZSLA
126338,2024,M8Y,DOG,VIZSLA
126339,2025,M8Y,DOG,VIZSLA
126340,2025,M1W,DOG,BICHON FRISE
126341,2024,M1W,DOG,BICHON FRISE
126342,2024,M8X,DOG,LABRADOR RETR
126343,2023,M8X,DOG,LABRADOR RETR
126344,2024,M8V,DOG,PRESA CANARIO
126345,2023,M3L,DOG,DOBERMAN PINSCH
126346,2024,M6S,DOG,GOLDEN RETR
126347,2023,M6S,DOG,GOLDEN RETR
126348,2024,M4G,DOG,WELSH SPR SPAN
126349,2023,M6M,DOG,SHIH TZU
126350,2025,M2J,CAT,DOMESTIC SH
126351,2023,M2J,CAT,DOMESTIC SH
126352,2023,M9A,CAT,BRITISH SH
126353,2024,M5A,CAT,DOMESTIC SH
126354,2023,M5A,CAT,DOMESTIC SH
126355,2023,M9W,CAT,DOMESTIC SH
126356,2023,M1E,DOG,PARSON RUSS TER
126357,2023,M9B,DOG,MASTIFF
126358,2023,M6C,DOG,RHOD RIDGEBACK
126359,2023,M4J,CAT,DEVON REX
126360,2023,M6G,DOG,LABRADOR RETR
126361,2023,M2N,CAT,DOMESTIC SH
126362,2023,M2K,CAT,DOMESTIC SH
126363,2023,M4X,CAT,DOMESTIC SH
126364,2023,M6P,CAT,DOMESTIC SH
126365,2025,M2J,CAT,DOMESTIC SH
126366,2025,M3L,CAT,DOMESTIC SH
126367,2023,M6S,CAT,DOMESTIC SH
126368,2023,M3N,DOG,LABRADOR RETR
126369,2023,M6A,DOG,SHIH TZU
126370,2024,M4R,DOG,CHIHUAHUA SH
126371,2025,M1L,DOG,LABRADOR RETR
126372,2024,M4P,DOG,SCHNAUZER STAND
126373,2024,M4E,DOG,POODLE MIN
126374,2023,M1L,DOG,CHIHUAHUA SH
126375,2023,M1L,DOG,ROTTWEILER
126376,2025,M8Y,CAT,DOMESTIC SH
126377,2024,M5A,DOG,POMERANIAN
126378,2025,M6M,DOG,YORKSHIRE TERR
126379,2023,M3C,DOG,BICHON FRISE
126380,2024,M4S,DOG,BORDER COLLIE
126381,2025,M1T,DOG,ENG COONHOUND
126382,2024,M9B,DOG,WELSH CORGI PEM
126383,2025,M2R,DOG,ENG SPRNGR SPAN
126384,2023,M5T,CAT,ABYSSINIAN
126385,2023,M5T,CAT,DOMESTIC SH
126386,2023,M6H,DOG,BORDER COLLIE
126387,2023,M6H,DOG,BORDER COLLIE
126388,2024,M8V,DOG,SAMOYED
126389,2025,M2M,CAT,DOMESTIC SH
126390,2023,M4B,CAT,DOMESTIC SH
126391,2023,M4B,CAT,DOMESTIC SH
126392,2023,M9M,CAT,DOMESTIC SH
126393,2023,M1L,CAT,DOMESTIC SH
126394,2024,M9P,DOG,LABRADOR RETR
126395,2024,M5M,DOG,LABRADOR RETR
126396,2023,M4L,DOG,COCKER SPAN
126397,2024,M4W,DOG,GOLDEN RETR
126398,2025,M1J,CAT,DOMESTIC SH
126399,2023,M9C,DOG,BERNESE MTN DOG
126400,2023,M2N,DOG,LABRADOR RETR
126401,2023,M2J,DOG,AMER BULLDOG
126402,2025,M4S,DOG,SAMOYED
126403,2023,M8W,DOG,LABRADOR RETR
126404,2023,M6B,DOG,POODLE MIN
126405,2023,M5R,DOG,COCKER SPAN
126406,2023,M1N,DOG,GERM SHEPHERD
126407,2023,M1T,DOG,GOLDEN RETR
126408,2023,M1T,DOG,YORKSHIRE TERR
126409,2023,M9W,DOG,BOXER
126410,2024,M8W,CAT,DOMESTIC SH
126411,2023,M3M,DOG,POODLE MIN
126412,2023,M6J,DOG,FRENCH BULLDOG
126413,2023,M8W,DOG,POODLE MIN
126414,2024,M6E,DOG,AMER BULLDOG
126415,2023,M6M,CAT,DOMESTIC SH
126416,2023,M6M,CAT,DOMESTIC SH
126417,2025,M6P,DOG,POODLE MIN
126418,2024,M5V,DOG,COCKER SPAN
126419,2023,M5V,DOG,COCKER SPAN
126420,2025,M1R,DOG,BULLMASTIFF
126421,2025,M1B,DOG,DOBERMAN PINSCH
126422,2024,M1B,DOG,DOBERMAN PINSCH
126423,2023,M1C,DOG,SIBERIAN HUSKY
126424,2024,M1C,DOG,SIBERIAN HUSKY
126425,2023,M4B,CAT,PERSIAN
126426,2025,M4B,CAT,PERSIAN
126427,2025,M9A,CAT,DOMESTIC SH
126428,2024,M9A,CAT,DOMESTIC SH
126429,2025,M3N,CAT,DOMESTIC SH
126430,2025,M3N,CAT,DOMESTIC SH
126431,2023,M6E,CAT,DOMESTIC SH
126432,2025,M6E,CAT,DOMESTIC SH
126433,2023,M6E,CAT,DOMESTIC SH
126434,2025,M6E,CAT,DOMESTIC SH
126435,2025,M4W,CAT,DOMESTIC SH
126436,2025,M4K,CAT,DOMESTIC SH
126437,2023,M4K,CAT,DOMESTIC SH
126438,2024,M6K,CAT,DOMESTIC SH
126439,2023,M6K,CAT,DOMESTIC SH
126440,2025,M6K,CAT,DOMESTIC SH
126441,2024,M5A,CAT,SCOTTISH FOLD
126442,2023,M5A,CAT,SCOTTISH FOLD
126443,2025,M4L,DOG,AUST CATTLE DOG
126444,2024,M4L,DOG,AUST CATTLE DOG
126445,2025,M1W,DOG,POODLE MIN
126446,2024,M1W,DOG,POODLE MIN
126447,2024,M6R,DOG,GOLDEN RETR
126448,2023,M6R,DOG,GOLDEN RETR
126449,2023,M6R,DOG,GOLDEN RETR
126450,2023,M6P,DOG,BEAGLE
126451,2023,M5N,DOG,SHIH TZU
126452,2024,M5N,DOG,SHIH TZU
126453,2024,M1N,DOG,GERM SHEPHERD
126454,2024,M6P,DOG,CHESA BAY RETR
126455,2025,M6P,DOG,CHESA BAY RETR
126456,2025,M5P,DOG,GOLDEN RETR
126457,2023,M5P,DOG,GOLDEN RETR
126458,2023,M2J,DOG,SHIH TZU
126459,2024,M2J,DOG,SHIH TZU
126460,2023,M2M,DOG,SIBERIAN HUSKY
126461,2024,M2M,DOG,SIBERIAN HUSKY
126462,2024,M9C,DOG,CHIHUAHUA SH
126463,2023,M9C,DOG,CHIHUAHUA SH
126464,2025,M9C,DOG,COTON DE TULEAR
126465,2024,M9C,DOG,COTON DE TULEAR
126466,2023,M4P,DOG,BOXER
126467,2025,M5V,DOG,BICHON FRISE
126468,2024,M5V,DOG,BICHON FRISE
126469,2025,M4N,DOG,GOLDEN RETR
126470,2023,M4N,DOG,GOLDEN RETR
126471,2025,M1T,DOG,SAMOYED
126472,2024,M1T,DOG,SAMOYED
126473,2024,M1V,DOG,POODLE TOY
126474,2023,M1V,DOG,POODLE TOY
126475,2023,M8V,CAT,DOMESTIC SH
126476,2025,M8V,CAT,DOMESTIC SH
126477,2024,M3H,DOG,POMERANIAN
126478,2023,M2N,DOG,AMER FOXHOUND
126479,2025,M2R,CAT,DOMESTIC SH
126480,2024,M2R,CAT,DOMESTIC SH
126481,2024,M6H,CAT,DOMESTIC SH
126482,2023,M6H,CAT,DOMESTIC SH
126483,2024,M6K,CAT,DOMESTIC MH
126484,2023,M6K,CAT,DOMESTIC MH
126485,2023,M1C,CAT,DOMESTIC SH
126486,2025,M1C,CAT,DOMESTIC SH
126487,2024,M4G,CAT,DOMESTIC SH
126488,2025,M2H,CAT,DOMESTIC SH
126489,2023,M4V,CAT,DOMESTIC SH
126490,2025,M6S,CAT,DOMESTIC SH
126491,2024,M6S,CAT,DOMESTIC SH
126492,2023,M6P,CAT,DOMESTIC SH
126493,2025,M1L,DOG,CHIHUAHUA SH
126494,2023,M1L,DOG,CHIHUAHUA SH
126495,2025,M3A,DOG,PRESA CANARIO
126496,2024,M3A,DOG,PRESA CANARIO
126497,2023,M3A,DOG,PRESA CANARIO
126498,2025,M3A,DOG,BELG MALINOIS
126499,2024,M3A,DOG,BELG MALINOIS
126500,2025,,CAT,DOMESTIC SH
126501,2023,,CAT,DOMESTIC SH
126502,2024,,CAT,DOMESTIC SH
126503,2025,,CAT,DOMESTIC SH
126504,2023,M4H,DOG,HAVANESE
126505,2025,M4H,DOG,HAVANESE
126506,2023,M6S,DOG,CHIHUAHUA LH
126507,2025,M6S,DOG,CHIHUAHUA SH
126508,2025,M5V,DOG,LABRADOR RETR
126509,2023,M5V,DOG,LABRADOR RETR
126510,2024,M4C,CAT,BOMBAY
126511,2025,M4C,CAT,BOMBAY
126512,2024,M4C,DOG,PYREN SHEPHERD
126513,2025,M4C,DOG,PYREN SHEPHERD
126514,2025,M6R,DOG,SHIH TZU
126515,2024,M6R,DOG,SHIH TZU
126516,2023,M9A,DOG,MALTESE
126517,2023,M6J,DOG,NEWFOUNDLAND
126518,2024,M6J,DOG,NEWFOUNDLAND
126519,2024,M6S,DOG,LABRADOR RETR
126520,2025,M6S,DOG,LABRADOR RETR
126521,2023,M1S,DOG,AMER ESKIMO
126522,2025,M1S,DOG,AMER ESKIMO
126523,2023,M4Y,DOG,POODLE STND
126524,2025,M4Y,DOG,POODLE STND
126525,2023,M2H,DOG,POODLE MIN
126526,2024,M6N,DOG,DOBERMAN PINSCH
126527,2023,M4M,CAT,DOMESTIC SH
126528,2024,M4M,CAT,DOMESTIC SH
126529,2023,M4E,CAT,DOMESTIC SH
126530,2025,M4E,CAT,DOMESTIC SH
126531,2024,M4L,DOG,FRENCH BULLDOG
126532,2025,M4L,DOG,FRENCH BULLDOG
126533,2025,M6J,CAT,DOMESTIC SH
126534,2023,M6J,CAT,DOMESTIC SH
126535,2023,M1E,CAT,DOMESTIC SH
126536,2024,M1E,CAT,MAINE COON
126537,2023,M1G,CAT,DOMESTIC SH
126538,2024,M5V,CAT,DOMESTIC SH
126539,2023,M5V,CAT,DOMESTIC SH
126540,2023,M6J,CAT,DOMESTIC SH
126541,2025,M6J,CAT,DOMESTIC SH
126542,2024,M6H,CAT,DOMESTIC SH
126543,2023,M6H,CAT,DOMESTIC SH
126544,2024,M4L,CAT,DOMESTIC SH
126545,2023,M4L,CAT,DOMESTIC SH
126546,2023,M3C,CAT,DOMESTIC SH
126547,2024,M5V,CAT,DOMESTIC SH
126548,2023,M5V,CAT,DOMESTIC SH
126549,2024,M9P,DOG,GERM SH POINT
126550,2023,M9P,DOG,GERM SH POINT
126551,2023,M4E,CAT,DOMESTIC SH
126552,2024,M4E,CAT,DOMESTIC SH
126553,2024,M4W,CAT,DOMESTIC SH
126554,2023,M4W,CAT,DOMESTIC SH
126555,2024,M4W,CAT,DOMESTIC SH
126556,2023,M4W,CAT,DOMESTIC SH
126557,2025,M4T,CAT,DOMESTIC SH
126558,2024,M4T,CAT,DOMESTIC SH
126559,2023,M6S,CAT,DOMESTIC SH
126560,2024,M6S,CAT,DOMESTIC SH
126561,2023,M4S,CAT,DOMESTIC SH
126562,2025,M4S,CAT,DOMESTIC SH
126563,2023,M4Y,CAT,DOMESTIC MH
126564,2024,M4Y,CAT,DOMESTIC MH
126565,2025,M9N,CAT,DOMESTIC SH
126566,2025,M9N,CAT,DOMESTIC SH
126567,2024,M4P,CAT,DOMESTIC SH
126568,2023,M4P,CAT,DOMESTIC SH
